tipo_acto,tipo_destinatario,tipo_discapacidad,ok,urgencia,titulo,url,error
resolucion_civil,nna_7_12,,OK,rojo,"Lo han condenado por robo. Lo que debe saber y hacer ahora.",https://notificar-clara.vercel.app/n/c2ce4868-c675-4633-8647-0c7bb9124c5f,""
resolucion_civil,nna_7_12,visual,OK,rojo,"La justicia lo condenó: tiene 3 años de prisión suspendida y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/71e7bacf-1177-4ab5-8ece-aea365e93364,""
resolucion_civil,nna_7_12,auditiva,OK,rojo,"Lo han condenado por robo. Debe cumplir obligaciones y puede impugnar la sentencia",https://notificar-clara.vercel.app/n/a8de171c-40d4-41d2-bdd9-baf34a5e0368,""
resolucion_civil,nna_7_12,motriz,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber",https://notificar-clara.vercel.app/n/e72aefab-8223-4bb8-ac81-302f7707a55a,""
resolucion_civil,nna_7_12,intelectual,OK,rojo,"El juez ha tomado una decisión: usted fue condenado por robo",https://notificar-clara.vercel.app/n/dba0437c-0c15-4cf5-b0f8-07404f46040d,""
resolucion_civil,nna_13_17,,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/e98d22df-75a0-4d0b-a3eb-624544da5f0c,""
resolucion_civil,nna_13_17,visual,OK,rojo,"El juez lo condenó por robo. Esto es lo que debe saber y hacer.",https://notificar-clara.vercel.app/n/b1753bb7-f2d7-48b4-a84b-7f327e4c3ea2,""
resolucion_civil,nna_13_17,auditiva,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/e54addf2-100e-47e8-9a0d-758d0eb0d141,""
resolucion_civil,nna_13_17,motriz,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/b6b6787e-999f-4c9b-bc3e-5cc4b65f9e9b,""
resolucion_civil,nna_13_17,intelectual,OK,rojo,"El juez lo condenó a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/914f6de2-f39a-4d1b-b61c-28a81c927d35,""
resolucion_civil,adulto_mayor,,OK,rojo,"El juez lo condenó por robo. Debe cumplir con obligaciones específicas",https://notificar-clara.vercel.app/n/ce807c8b-e253-480c-8fcd-9150cc1edabd,""
resolucion_civil,adulto_mayor,visual,OK,rojo,"La justicia lo condenó a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/e374a2a3-ac94-48da-9c18-ae92b3fb9b47,""
resolucion_civil,adulto_mayor,auditiva,OK,rojo,"La justicia lo ha condenado por robo. Esto es lo que debe saber y hacer.",https://notificar-clara.vercel.app/n/b31fc0e5-2f2f-4ed3-98ba-3c747daceafa,""
resolucion_civil,adulto_mayor,motriz,OK,rojo,"La justicia lo condenó por robo: lo que debe saber",https://notificar-clara.vercel.app/n/0a85950e-7142-4d22-9ebf-2fef9ef12683,""
resolucion_civil,adulto_mayor,intelectual,OK,rojo,"Lo que decidió el juez en su caso de robo",https://notificar-clara.vercel.app/n/3871d827-d8cb-4092-9a8c-887764caca0e,""
resolucion_civil,letrado,,OK,rojo,"Lo condenaron a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/9f585bca-aa93-464b-9ace-6a63180151b9,""
resolucion_civil,letrado,visual,OK,rojo,"Lo han condenado por robo: 3 años de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/1fd96047-fa7c-479a-9daa-9250afb40f7c,""
resolucion_civil,letrado,auditiva,OK,rojo,"Lo han condenado por robo: 3 años de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/3530fffa-2235-49c4-9664-52748dfdf54b,""
resolucion_civil,letrado,motriz,OK,rojo,"Lo han condenado por robo: debe cumplir penas y obligaciones",https://notificar-clara.vercel.app/n/596e9146-99df-4463-ba59-5ea7ce6f26d7,""
resolucion_civil,letrado,intelectual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo. Debe pagar 500 mil pesos y cumplir obligaciones",https://notificar-clara.vercel.app/n/f4245668-dcd7-4caa-acd9-e0185d2c1d30,""
resolucion_civil,perito,,OK,rojo,"Ha sido condenado por robo. Conozca sus obligaciones y derechos",https://notificar-clara.vercel.app/n/fdba26e7-4eae-4bf5-b6d2-dc144c7a9969,""
resolucion_civil,perito,visual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/32aaae9a-d018-46ac-a35b-8ff4585c2d64,""
resolucion_civil,perito,auditiva,OK,rojo,"El juez lo condenó por robo. Debe cumplir con obligaciones y tiene derecho a apelar",https://notificar-clara.vercel.app/n/7aa5cb7c-1a98-4c30-8164-9570c6ef0005,""
resolucion_civil,perito,motriz,OK,rojo,"La justicia lo ha condenado por robo: entienda la sentencia y sus obligaciones",https://notificar-clara.vercel.app/n/47ae39ac-d29e-495b-b4ac-a0ad2f68e89a,""
resolucion_civil,perito,intelectual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/87aa9c8d-2129-41eb-a623-b88f46372381,""
resolucion_penal,actor,,OK,rojo,"Usted ha sido condenado a prisión en suspenso por robo",https://notificar-clara.vercel.app/n/f5d00a6c-7d7f-49b7-8475-4375f36d5926,""
resolucion_penal,actor,visual,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/f3ba5eab-d950-4907-b66b-2531c963771c,""
resolucion_penal,actor,auditiva,OK,rojo,"Ha sido condenado por robo: 3 años de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/7b5a7a14-9e39-430c-b787-f3a30cb92d7b,""
resolucion_penal,actor,motriz,OK,rojo,"Lo condenaron a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/47130b65-7a59-4261-a784-1219e54a76e6,""
resolucion_penal,actor,intelectual,OK,rojo,"Lo condenaron a tres años de prisión en suspenso por robo. Debe cumplir obligaciones y puede recurrir esta decisión.",https://notificar-clara.vercel.app/n/6786bb1e-62a9-4a7b-b78c-99c9a8551d90,""
resolucion_penal,demandado,,OK,rojo,"Lo han condenado a prisión en suspenso por robo. Esto es lo que significa y qué debe hacer.",https://notificar-clara.vercel.app/n/e0abcd5f-251f-4eba-8b33-8d3de004e484,""
resolucion_penal,demandado,visual,OK,rojo,"Ha sido condenado por robo. Conocé los detalles de la sentencia y qué debe hacer ahora",https://notificar-clara.vercel.app/n/b5b89dc5-22a9-4aff-9b39-352ac27eef9d,""
resolucion_penal,demandado,auditiva,OK,rojo,"Le han condenado a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/24b80855-3020-40d9-8fe6-46d65c455290,""
resolucion_penal,demandado,motriz,OK,rojo,"El juez lo condenó por robo. Debe cumplir condiciones importantes.",https://notificar-clara.vercel.app/n/9b9d47f6-4a13-478f-b930-fde091ac9a1d,""
resolucion_penal,demandado,intelectual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo. Tiene derechos y obligaciones que debe cumplir.",https://notificar-clara.vercel.app/n/71d3d7ad-8446-439e-bc9d-ff5f079e24cb,""
resolucion_penal,imputado,,OK,rojo,"Ha sido condenado por robo: 3 años de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/9a926935-8691-44f6-95a7-142ed6d6e136,""
resolucion_penal,imputado,visual,OK,rojo,"Usted ha sido condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/132f53a7-83f8-47a7-b7cc-5a8fb763c20e,""
resolucion_penal,imputado,auditiva,OK,rojo,"Usted ha sido condenado a prisión en suspenso por robo. Conozca sus obligaciones y cómo puede apelar",https://notificar-clara.vercel.app/n/b59f07d2-b5de-4b6e-83e4-c729a23831f3,""
resolucion_penal,imputado,motriz,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/af91b612-3ee7-4f20-921d-52bc40a38b07,""
resolucion_penal,imputado,intelectual,OK,rojo,"Usted ha sido condenado a prisión en suspenso y debe cumplir obligaciones específicas",https://notificar-clara.vercel.app/n/2be06c89-3695-405c-819a-44505d675e4a,""
resolucion_penal,victima,,OK,rojo,"Le han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/a72f82c0-eca7-4385-b679-59388a8616ea,""
resolucion_penal,victima,visual,OK,rojo,"Usted ha sido condenado por robo — aquí están sus obligaciones y derechos",https://notificar-clara.vercel.app/n/2d4e2032-e64e-4fce-9d31-05be164c8d4a,""
resolucion_penal,victima,auditiva,OK,rojo,"El juzgado lo ha condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/462501dc-a997-46a5-9210-9d8af8bba43b,""
resolucion_penal,victima,motriz,OK,rojo,"Lo han condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/e865db92-189f-4058-9b28-b4aaf0654fa8,""
resolucion_penal,victima,intelectual,OK,rojo,"Lo condenaron por robo: 3 años de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/d5a8f82e-1deb-4345-897d-e445aa3cbf8c,""
resolucion_penal,testigo,,OK,rojo,"El juez lo ha condenado por robo. Debe cumplir obligaciones y puede apelar en 10 días",https://notificar-clara.vercel.app/n/db150893-5f72-41e7-bfa4-be0309e910bd,""
resolucion_penal,testigo,visual,OK,rojo,"Usted ha sido condenado por robo. Aquí está explicado qué significa y qué debe hacer ahora.",https://notificar-clara.vercel.app/n/e67fe394-fc25-48d6-9c62-2e5c265b124a,""
resolucion_penal,testigo,auditiva,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/cb4b4d64-c08b-4dbe-ae34-335c9b8e55b2,""
resolucion_penal,testigo,motriz,OK,rojo,"Lo han condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/128a844e-9542-4475-bbe3-99eb9217bc2d,""
resolucion_penal,testigo,intelectual,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/aced5737-fc3e-4915-ac45-bdb5b59510a8,""
resolucion_penal,nna_0_6,,OK,rojo,"Lo condenaron a prisión en suspenso por robo y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/cdc373f7-0a94-4723-8839-b7433d6e0d09,""
resolucion_penal,nna_0_6,visual,OK,rojo,"Lo condenan a 3 años de prisión en suspenso por robo: qué significa y qué debe hacer",https://notificar-clara.vercel.app/n/ddf80b49-d7ca-4b5d-bc6d-13090b7b7e5c,""
resolucion_penal,nna_0_6,auditiva,OK,rojo,"El juez lo ha condenado a 3 años en suspenso por robo. Debe cumplir obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/ce545aaa-7887-4259-9514-ed8e8cecdb49,""
resolucion_penal,nna_0_6,motriz,OK,rojo,"Usted ha sido condenado por robo: prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/c8fcf9a4-ffea-439f-aec7-ecc164fb90f6,""
resolucion_penal,nna_0_6,intelectual,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/fb3632fc-7671-488c-96fd-5bcfd039c133,""
resolucion_penal,nna_7_12,,OK,rojo,"La justicia lo condenó por robo: tiene 3 años de prisión suspendida y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/9c862a8a-04a5-4448-9a3d-25889bf337c9,""
resolucion_penal,nna_7_12,visual,OK,rojo,"Usted ha sido condenado: qué significa la decisión del juez",https://notificar-clara.vercel.app/n/e98ad4f7-88b1-4787-adb8-68d32cab4657,""
resolucion_penal,nna_7_12,auditiva,OK,rojo,"Lo condenaron: tiene 3 años de prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/3f5090db-7e6c-43e7-95f1-1da259a62022,""
resolucion_penal,nna_7_12,motriz,OK,rojo,"La justicia lo condenó: 3 años de prisión en suspenso y debe pagar 500 mil pesos",https://notificar-clara.vercel.app/n/b4c4a6a4-fd91-4378-b102-2697d177dfbd,""
resolucion_penal,nna_7_12,intelectual,OK,rojo,"Usted ha sido condenado/a por robo. Conocé qué significa esto y qué debe hacer ahora",https://notificar-clara.vercel.app/n/992c257a-6ddc-420a-a5d0-aae3c8e14f79,""
resolucion_penal,nna_13_17,,OK,rojo,"El juez lo ha condenado por robo: tres años de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/bb4c7dcd-02b3-4215-b5b0-a65551ab1930,""
resolucion_penal,nna_13_17,visual,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/fe9504f4-a579-4926-b191-e3d1936c6de7,""
resolucion_penal,nna_13_17,auditiva,OK,rojo,"Lo que decidió el juez: usted fue encontrado culpable de robo y tiene que cumplir con obligaciones",https://notificar-clara.vercel.app/n/da142302-d7d2-4805-95da-d3904c0df8ca,""
resolucion_penal,nna_13_17,motriz,OK,rojo,"Lo que dice la justicia sobre su caso: condenado a tres años de prisión en suspenso",https://notificar-clara.vercel.app/n/3770a7a1-9abb-4bc0-aec1-ed210c9e7368,""
resolucion_penal,nna_13_17,intelectual,OK,rojo,"Lo han condenado a prisión en suspenso por robo. Esto es lo que debe saber y hacer.",https://notificar-clara.vercel.app/n/58b149c6-322f-4f39-bc11-cb0ffe4962b2,""
resolucion_penal,adulto_mayor,,OK,rojo,"El juez lo ha condenado por robo. Estas son sus obligaciones y sus derechos.",https://notificar-clara.vercel.app/n/b526c4ff-9888-4b0a-b47d-850f15db1672,""
resolucion_penal,adulto_mayor,visual,OK,rojo,"Usted ha sido condenado por robo. La justicia le impone penas y obligaciones.",https://notificar-clara.vercel.app/n/12decd5e-dbe4-4c02-8f93-8d285683c70f,""
resolucion_penal,adulto_mayor,auditiva,OK,rojo,"Lo que el juez decidió sobre su caso de robo",https://notificar-clara.vercel.app/n/014f3a0b-4acd-45ef-a9a5-b1825803b93e,""
resolucion_penal,adulto_mayor,motriz,OK,rojo,"Lo que decidió el juez: usted fue condenado por robo",https://notificar-clara.vercel.app/n/5fc63ee1-1cfa-4b86-863d-fe8b785ff9b9,""
resolucion_penal,adulto_mayor,intelectual,OK,rojo,"Lo que decidió el juez después del juicio: lo condenan a prisión en suspenso",https://notificar-clara.vercel.app/n/8469d84f-f9ab-4e03-98de-67950c97d67b,""
resolucion_penal,letrado,,OK,rojo,"La justicia lo condenó a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/cc85a1c8-5f29-4418-8732-e95407da9f18,""
resolucion_penal,letrado,visual,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/6e3f734d-7a9f-4e75-9046-facabc38c97c,""
resolucion_penal,letrado,auditiva,OK,rojo,"Ha sido condenado por robo. Debe cumplir obligaciones y puede recurrir la sentencia",https://notificar-clara.vercel.app/n/5dba4765-2390-49c2-b60c-60768aeeb7d3,""
resolucion_penal,letrado,motriz,OK,rojo,"Usted ha sido condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/55d1143b-d6b4-41d5-9ace-8bf593b88244,""
resolucion_penal,letrado,intelectual,OK,rojo,"La justicia lo ha condenado por robo. Esto es lo que significa y qué debe hacer ahora.",https://notificar-clara.vercel.app/n/24698951-7342-4eea-a4af-70ac0886da36,""
resolucion_penal,perito,,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/13bdb19e-4a6e-4e0a-9d3d-0768c72b1a97,""
resolucion_penal,perito,visual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/e13c4730-febf-488d-8475-21fff1eb5c20,""
resolucion_penal,perito,auditiva,OK,rojo,"Usted ha sido condenado por robo. Aquí están sus obligaciones y sus derechos",https://notificar-clara.vercel.app/n/31a27298-679e-4902-8bcc-3cfa5650420c,""
resolucion_penal,perito,motriz,OK,rojo,"Lo han condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/74533e15-40d4-4c38-9a33-f0ed065053f0,""
resolucion_penal,perito,intelectual,OK,rojo,"El juez lo condenó por robo. Debe cumplir obligaciones y puede reclamar ante la Cámara de Apelaciones",https://notificar-clara.vercel.app/n/a0df36ce-0279-4459-a627-732d1b6a489b,""
sentencia_civil,actor,,OK,rojo,"Usted ha sido condenado por robo. Estas son sus obligaciones y sus derechos",https://notificar-clara.vercel.app/n/d9c1e7db-a328-4e3a-a1d1-fdef41e88706,""
sentencia_civil,actor,visual,OK,rojo,"El juez lo condenó por robo: debe cumplir obligaciones y puede apelar",https://notificar-clara.vercel.app/n/69c3842d-ed29-446d-8d8c-8b873743a323,""
sentencia_civil,actor,auditiva,OK,rojo,"Usted ha sido condenado a prisión en suspenso por robo. Debe cumplir con obligaciones y puede apelar",https://notificar-clara.vercel.app/n/e0fde2ae-5ec1-4752-a99a-9c93a41d1922,""
sentencia_civil,actor,motriz,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo. Acá está explicado qué significa y qué debe hacer ahora.",https://notificar-clara.vercel.app/n/2a685ddb-cf94-48f0-b5fc-24512910790b,""
sentencia_civil,actor,intelectual,OK,rojo,"Lo condenaron por robo. Debe cumplir con obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/20cfe2bb-d2a6-4fff-9263-1ea73e404a61,""
sentencia_civil,demandado,,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/86bc9045-dca5-496b-8df6-c508db00c0df,""
sentencia_civil,demandado,visual,OK,rojo,"Lo condenaron por robo. Detalles de la sentencia y qué debe hacer ahora",https://notificar-clara.vercel.app/n/7faab5a1-2c51-4720-8e45-c5651a310b70,""
sentencia_civil,demandado,auditiva,OK,rojo,"Lo han condenado por robo. Aquí está la sentencia del juez.",https://notificar-clara.vercel.app/n/880b6bec-f43c-4c41-ba9d-6fab1130eea0,""
sentencia_civil,demandado,motriz,OK,rojo,"Lo que decidió el juez sobre su caso de robo",https://notificar-clara.vercel.app/n/abc5915d-d7c5-426c-bade-8990b265ae32,""
sentencia_civil,demandado,intelectual,OK,rojo,"Lo condenaron: debe cumplir con obligaciones y puede apelar",https://notificar-clara.vercel.app/n/3db4e41e-c6e5-41e6-9fc7-f800ebf4fa85,""
sentencia_civil,imputado,,OK,rojo,"Lo han condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/808c130c-5345-48f3-995f-2e185edf22a5,""
sentencia_civil,imputado,visual,OK,rojo,"Usted ha sido condenado por robo. Conocé la sentencia y qué debe hacer ahora",https://notificar-clara.vercel.app/n/d23aaa0c-0e56-4449-bb7a-b727694439fb,""
sentencia_civil,imputado,auditiva,OK,rojo,"Usted ha sido condenado por robo. La sentencia le impone pena de prisión en suspenso y obligaciones económicas",https://notificar-clara.vercel.app/n/93f8714c-5219-41ab-b8f7-9b140e405520,""
sentencia_civil,imputado,motriz,OK,rojo,"Lo condenaron por robo: prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/4d2e3dcf-0836-451e-bde6-4f666ca80d78,""
sentencia_civil,imputado,intelectual,OK,rojo,"Le han condenado a prisión en suspenso y debe pagar reparación del daño",https://notificar-clara.vercel.app/n/0c039363-f5e0-4f33-b5a0-fc28630d7f14,""
sentencia_civil,victima,,OK,rojo,"Lo han condenado a prisión en suspenso por robo, pero debe cumplir obligaciones importantes",https://notificar-clara.vercel.app/n/ab90942e-9779-4fde-b0bd-78df6338f79c,""
sentencia_civil,victima,visual,OK,rojo,"Ha sido condenado por robo. Entienda qué debe hacer ahora",https://notificar-clara.vercel.app/n/7bf0de40-fc6a-4db8-b018-039e34dfc8e0,""
sentencia_civil,victima,auditiva,OK,rojo,"El juez lo ha condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/7a2e000b-91bd-4aeb-a337-0759516d3e31,""
sentencia_civil,victima,motriz,OK,rojo,"Ha sido condenado: 3 años de prisión en suspenso y debe pagar 500 mil pesos",https://notificar-clara.vercel.app/n/5532e7d7-de9b-43d0-a7bc-0e250b41090e,""
sentencia_civil,victima,intelectual,OK,rojo,"Lo condenaron a tres años en suspenso por robo, debe pagar 500 mil pesos y cumplir obligaciones",https://notificar-clara.vercel.app/n/8ead7f52-06ff-419a-bcfd-74a8933cb050,""
sentencia_civil,testigo,,OK,rojo,"Ha sido condenado por robo. La sentencia le impone prisión en suspenso, obligaciones y una multa",https://notificar-clara.vercel.app/n/a2974476-7d4c-4a11-af62-e08325d65cd8,""
sentencia_civil,testigo,visual,OK,rojo,"Usted ha sido condenado por robo. Aquí está la sentencia del juez.",https://notificar-clara.vercel.app/n/885dd506-1763-4985-abd8-df0aa0f831a1,""
sentencia_civil,testigo,auditiva,OK,rojo,"Ha sido condenado por robo. Le explico la sentencia y sus derechos",https://notificar-clara.vercel.app/n/0dbbebe4-e332-471f-b100-821efe10f778,""
sentencia_civil,testigo,motriz,OK,rojo,"Le han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/5d565efc-f819-441b-8190-382ad8159d40,""
sentencia_civil,testigo,intelectual,OK,rojo,"Usted ha sido condenado por robo: debe cumplir obligaciones y puede apelar",https://notificar-clara.vercel.app/n/e4194848-fc70-4f14-9e69-c6f56032844e,""
sentencia_civil,nna_0_6,,OK,rojo,"Ha sido condenado por robo. Debe conocer sus obligaciones y derechos de apelación.",https://notificar-clara.vercel.app/n/eb147efa-583e-4b28-ba2e-c87ec9d3214b,""
sentencia_civil,nna_0_6,visual,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/44d43721-f3bb-4f6c-b267-e205dffd90b8,""
sentencia_civil,nna_0_6,auditiva,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/3898072d-d14b-4172-9f68-26fa75053cf9,""
sentencia_civil,nna_0_6,motriz,OK,rojo,"Ha sido condenado por robo. Esto es lo que debe hacer ahora.",https://notificar-clara.vercel.app/n/00dba35d-1a1e-4f08-8ca9-f0a9dc5fe62c,""
sentencia_civil,nna_0_6,intelectual,OK,rojo,"Lo que dice la justicia después del juicio: usted fue condenado por robo",https://notificar-clara.vercel.app/n/ad933285-fec7-45df-8caf-d7a32bdb6bf5,""
sentencia_civil,nna_7_12,,OK,rojo,"Usted ha sido condenado por robo. La sentencia le impone pena de prisión suspendida y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/5ef6a294-ac33-4c4c-90a4-2c122ff738aa,""
sentencia_civil,nna_7_12,visual,OK,rojo,"Lo han condenado a prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/0b8f86ee-f772-453b-b9df-08d0c8c95cff,""
sentencia_civil,nna_7_12,auditiva,OK,rojo,"El juez lo condenó por robo. Debe pagar dinero y cumplir obligaciones",https://notificar-clara.vercel.app/n/33107717-8480-407b-9ee6-3ca924725070,""
sentencia_civil,nna_7_12,motriz,OK,rojo,"Lo condenaron a prisión en suspenso y debe pagar reparación del daño",https://notificar-clara.vercel.app/n/4583b9f5-71c1-4326-a4b0-624c5ae081f1,""
sentencia_civil,nna_7_12,intelectual,OK,rojo,"Lo que decidió el juez sobre el caso de robo",https://notificar-clara.vercel.app/n/4bc273f1-a902-465f-aa04-78f9233af4da,""
sentencia_civil,nna_13_17,,OK,rojo,"Lo han condenado a prisión en suspenso por robo, con obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/178968d4-7e48-4ce4-baa1-0dc13915a867,""
sentencia_civil,nna_13_17,visual,OK,rojo,"La justicia lo condenó a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/dbcf9296-e45e-4bc7-908e-d9099c5ab983,""
sentencia_civil,nna_13_17,auditiva,OK,rojo,"Lo han condenado por robo: 3 años de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/8ab074db-6163-4dce-8a25-75b698788e79,""
sentencia_civil,nna_13_17,motriz,OK,rojo,"Usted ha sido condenado por robo. Debe cumplir obligaciones y puede apelar esta sentencia",https://notificar-clara.vercel.app/n/95b72f20-8163-4e69-b743-58d066e6078b,""
sentencia_civil,nna_13_17,intelectual,OK,rojo,"Ha sido condenado por robo. Debe cumplir obligaciones y puede apelar esta sentencia.",https://notificar-clara.vercel.app/n/3a6b1bb1-f0f3-4b1d-96e0-4b33ec72b699,""
sentencia_civil,adulto_mayor,,OK,rojo,"Lo han condenado por robo: detalles de la pena y lo que tiene que hacer ahora",https://notificar-clara.vercel.app/n/8479d7dd-d981-4594-b5e2-c107b81a9413,""
sentencia_civil,adulto_mayor,visual,OK,rojo,"Ha sido condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/565ad0ae-abf0-4246-bc4b-faf387106468,""
sentencia_civil,adulto_mayor,auditiva,OK,rojo,"El juez lo ha condenado por robo. Aquí está la sentencia completa.",https://notificar-clara.vercel.app/n/65ad9ed0-ddf0-4c2f-acc6-5a1f8d851da8,""
sentencia_civil,adulto_mayor,motriz,OK,rojo,"El juez lo condenó por robo: debe cumplir obligaciones y puede apelar",https://notificar-clara.vercel.app/n/cc4536b1-d16f-441c-a347-aee5dae17863,""
sentencia_civil,adulto_mayor,intelectual,OK,rojo,"Usted ha sido condenado por robo. La sentencia le impone prisión en suspenso y otras obligaciones.",https://notificar-clara.vercel.app/n/b735bb66-d6bc-4162-89b2-5da1ea3607d5,""
sentencia_civil,letrado,,OK,rojo,"Usted ha sido condenado por robo. La justicia le impone pena de prisión en suspenso y otras obligaciones",https://notificar-clara.vercel.app/n/f1aa9630-b9ca-4c3a-b130-8a9cfcb0dd01,""
sentencia_civil,letrado,visual,OK,rojo,"Lo condenaron por robo: debe cumplir con varias obligaciones",https://notificar-clara.vercel.app/n/10d7df28-3061-4863-9659-cd54d81379e3,""
sentencia_civil,letrado,auditiva,OK,rojo,"Usted ha sido condenado por robo. Qué significa esta sentencia y qué debe hacer ahora",https://notificar-clara.vercel.app/n/fd4e5444-750c-4c13-90a0-93d9e01ca863,""
sentencia_civil,letrado,motriz,OK,rojo,"Usted ha sido condenado por robo. Debe cumplir con obligaciones y puede apelar",https://notificar-clara.vercel.app/n/7b67d70c-5095-4c57-a32f-64fee3c96d99,""
sentencia_civil,letrado,intelectual,OK,rojo,"Le condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/12d9c41a-7a63-4143-a4bd-102f0d89f0f1,""
sentencia_civil,perito,,OK,rojo,"Usted ha sido condenado por robo. Debe cumplir obligaciones y puede apelar esta sentencia",https://notificar-clara.vercel.app/n/81a1caba-33b1-417d-affd-cff76cc2f6ae,""
sentencia_civil,perito,visual,OK,rojo,"Lo condenaron a tres años de prisión en suspenso por robo. Debe pagar 500.000 pesos y cumplir condiciones",https://notificar-clara.vercel.app/n/80154da2-a258-4809-9030-f74a822abc0e,""
sentencia_civil,perito,auditiva,OK,rojo,"Lo han condenado por robo: tres años de prisión en suspenso y debe pagar 500 mil pesos",https://notificar-clara.vercel.app/n/27d2d61f-d016-42f0-a6f9-c903556ee177,""
sentencia_civil,perito,motriz,OK,rojo,"Usted ha sido condenado por robo simple con pena de prisión en suspenso",https://notificar-clara.vercel.app/n/98012579-e1d4-4dcd-a6b7-db3fe48943bf,""
